20415192000;throttle;0;percent=16
20485718000;power;0;hp=0
20485718000;torque;0;lbft=0
21405261000;rpm;0;rpm=825
21707727000;speed;0;mph=0
22011435000;throttle;0;percent=15
22073292000;torque;0;lbft=0
22073292000;power;0;hp=0
22955986000;rpm;0;rpm=829
23239270000;speed;0;mph=0
23528948000;throttle;0;percent=16
23598377000;torque;0;lbft=0
23598377000;power;0;hp=0
24486217000;rpm;0;rpm=836
24777099000;speed;0;mph=0
25060243000;throttle;0;percent=16
25116252000;torque;0;lbft=0
25116252000;power;0;hp=0
26151863000;rpm;0;rpm=837
26444046000;speed;0;mph=0
26727097000;throttle;0;percent=16
26779000000;power;0;hp=0
26779000000;torque;0;lbft=0
27684319000;rpm;0;rpm=838
27976171000;speed;0;mph=0
28260183000;throttle;0;percent=15
28310089000;power;0;hp=0
28310089000;torque;0;lbft=0
29158723000;rpm;0;rpm=839
29428589000;speed;0;mph=0
29714969000;throttle;0;percent=16
29765949000;torque;0;lbft=0
29765949000;power;0;hp=0
30611430000;rpm;0;rpm=837
30900696000;speed;0;mph=0
31209377000;throttle;0;percent=16
31271622000;torque;0;lbft=0
31271622000;power;0;hp=0
32156875000;rpm;0;rpm=835
32441065000;speed;0;mph=0
32724486000;throttle;0;percent=16
32779263999;power;0;hp=0
32779263999;torque;0;lbft=0
33629450000;rpm;0;rpm=776
33911709000;speed;0;mph=0
34197356000;throttle;0;percent=16
34247026000;torque;0;lbft=0
34247026000;power;0;hp=0
35135340000;rpm;0;rpm=822
35421285000;speed;0;mph=0
36050964000;throttle;0;percent=16
36104498000;power;0;hp=0
36104498000;torque;0;lbft=0
37028308000;rpm;0;rpm=816
37304514000;speed;0;mph=0
37587829000;throttle;0;percent=14
37641624000;power;0;hp=0
37641624000;torque;0;lbft=0
38511840000;rpm;0;rpm=836
38803323000;speed;0;mph=0
39107941000;throttle;0;percent=15
39146054000;torque;0;lbft=0
39146054000;power;0;hp=0
39940009000;rpm;0;rpm=828
40205163000;speed;0;mph=0
40471277000;throttle;0;percent=15
40502082000;torque;0;lbft=0
40502082000;power;0;hp=0
41319590000;rpm;0;rpm=817
41591302000;speed;0;mph=0
41857483000;throttle;0;percent=15
41891236000;power;0;hp=0
41891236000;torque;0;lbft=0
42704370000;rpm;0;rpm=815
42971392000;speed;0;mph=0
43236072000;throttle;0;percent=15
43277507000;torque;0;lbft=0
43277507000;power;0;hp=0
44097106000;rpm;0;rpm=828
44363514000;speed;0;mph=0
44640068000;throttle;0;percent=15
44670238000;torque;0;lbft=0
44670238000;power;0;hp=0
45452894000;rpm;0;rpm=830
45716281000;speed;0;mph=0
45987753000;throttle;0;percent=15
46016058000;power;0;hp=0
46016058000;torque;0;lbft=0
46832540000;rpm;0;rpm=817
47098579000;speed;0;mph=0
47365961000;throttle;0;percent=15
47403494000;torque;0;lbft=0
47403494000;power;0;hp=0
48207876000;rpm;0;rpm=827
48477346000;speed;0;mph=0
48751968000;throttle;0;percent=15
48787018000;power;0;hp=0
48787018000;torque;0;lbft=0
49602448000;rpm;0;rpm=827
49867550000;speed;0;mph=0
50130907000;throttle;0;percent=15
50159237000;power;0;hp=0
50159237000;torque;0;lbft=0
50973206000;rpm;0;rpm=817
51244520000;speed;0;mph=0
51511865000;throttle;0;percent=15
51540908000;power;0;hp=0
51540908000;torque;0;lbft=0
52334172000;rpm;0;rpm=823
52599333000;speed;0;mph=0
52861472000;throttle;0;percent=15
52892075000;power;0;hp=0
52892075000;torque;0;lbft=0
53707236000;rpm;0;rpm=659
53973926000;speed;0;mph=0
54245584000;throttle;0;percent=15
54275405000;power;0;hp=0
54275405000;torque;0;lbft=0
55069291000;rpm;0;rpm=674
55340428000;speed;0;mph=0
55606340000;throttle;0;percent=15
55639032000;torque;0;lbft=0
55639032000;power;0;hp=0
56428508000;rpm;0;rpm=1345
56699986000;speed;0;mph=3
56966872000;throttle;0;percent=18
57000209000;torque;0;lbft=3
57000209000;power;0;hp=0
57835163000;rpm;0;rpm=1321
58102851000;speed;0;mph=6
58368849000;throttle;0;percent=20
58399190000;torque;0;lbft=6
58399190000;power;0;hp=2
59193730000;rpm;0;rpm=1707
59463968000;speed;0;mph=9
59733752000;throttle;0;percent=20
59765246000;torque;0;lbft=9
59765246000;power;0;hp=3
60584799000;rpm;0;rpm=1672
60874139000;speed;0;mph=12
61142199000;throttle;0;percent=21
61170084000;power;0;hp=5
61170084000;torque;0;lbft=17
61960796000;rpm;0;rpm=1783
62225644000;speed;0;mph=15
62494686000;throttle;0;percent=20
62525898000;power;0;hp=8
62525898000;torque;0;lbft=23
63313253000;rpm;0;rpm=1838
63581073000;speed;0;mph=17
63848799000;throttle;0;percent=20
63878820000;torque;0;lbft=26
63878820000;power;0;hp=9
64671869000;rpm;0;rpm=1890
64941283000;speed;0;mph=18
65206081999;throttle;0;percent=21
65240224999;power;0;hp=8
65240224999;torque;0;lbft=23
66058310000;rpm;0;rpm=1815
66324378999;speed;0;mph=18
66616252000;throttle;0;percent=15
66663404000;torque;0;lbft=39
66663404000;power;0;hp=7
67457347999;rpm;0;rpm=957
67718616000;speed;0;mph=17
67989908000;throttle;0;percent=15
68021102000;torque;0;lbft=22
68021102000;power;0;hp=3
68854273000;rpm;0;rpm=799
69120717000;speed;0;mph=16
69390969000;throttle;0;percent=15
69421566000;torque;0;lbft=0
69421566000;power;0;hp=0
70212303000;rpm;0;rpm=786
70477650000;speed;0;mph=13
70750838000;throttle;0;percent=15
70778246000;power;0;hp=0
70778246000;torque;0;lbft=0
71568618000;rpm;0;rpm=652
71840140000;speed;0;mph=8
72113187000;throttle;0;percent=15
72142698000;power;0;hp=0
72142698000;torque;0;lbft=0
72939939000;rpm;0;rpm=692
73206663000;speed;0;mph=1
73471139000;throttle;0;percent=15
73502103000;torque;0;lbft=0
73502103000;power;0;hp=0
74292891000;rpm;0;rpm=1747
74561318000;speed;0;mph=6
